food_code,food_name_en,food_name_bn,food_group,meal_slots,role,pairs_with_groups,compatibility_score,notes
E021,Goosberry,আমলকি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E022,Grapes seeded round black,কালো আঙুর,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E023,Grapes seeded round green,আঙুর,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E024,Grapes seeded round red,লাল আঙুর,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E026,Grapes seedless round green,সবুজ আঙুর (বীজহীন),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E027,Grapes seedless round black,কালো আঙুর,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E028,Guava white flesh,পেয়ারা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E029,Guava pink flesh,লাল পেয়ারা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E030,Jack fruit ripe,পাকা কাঁঠাল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E031,Jambu frui ripe,কালোজাম,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E032,Karonda fruit,করমচা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E033,Lemon juice,লেবুর রস,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E035,Litchi,লিচু,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E037,Mango ripe gulabkhas,গোলাপ খাস আম (পাকা),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E038,Mango ripe himsagar,হিমসাগর আম (পাকা),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E039,Mango ripe kesar,পাকা আমের কেশরী,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E040,Mango ripe neelam,নিলাম আম (পাকা),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E041,Mango ripe paheri,পাহাড়ি আম (পাকা),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E044,Manila tamarind,জিলিপি ফল (খই বাবলা),Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E045,Musk melon,বাঙ্গি বা খরমুজ,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E048,Palm fruit tender,তালের শাঁস,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E049,Papaya ripe,পাকা পেঁপে,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E050,Peach,নাশপাতি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E051,Pear,নাশপাতি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E052,Phalsa,ফলসা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E053,Pineapple,আনারস,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E054,Plum,বরই,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E055,Pomegranate maroon seeds,বেদানার দানা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E056,Pummelo,বাতাবি লেবু বা জাম্বুরা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E057,Raisins dried black,কালো কিসমিস,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E058,Raisins dried golden,কিসমিস,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E059,Rambutan,বিদেশি লিচু বা রামবুটান,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E060,Sapota,সফেদা বা সবেদা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E061,Soursop,হানিফল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E062,Star fruit,কামরাঙা,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E063,Strawberry,স্ট্রবেরি,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E064,Tamarind pulp,তেঁতুল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E065,Watermelon dark green (sugar baby),কালো তরমুজ,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E066,Watermelon pale green,তরমুজ,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E067,Wood apple,কয়েতবেল বা কৎবেল,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
E068,Zizyphus,কুল বরই,Fruits,"breakfast,snack",supplementary,Milk and Milk Products|Nuts and Oil Seeds|Cereals and Millets|Sugars,0.8,Fruits eaten as snack or at breakfast. Not typically mixed with main course. Pairs well with milk/yogurt.
02_0001,"Bengal gram, dehulled, split, dried, raw",ছোলার ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0002,"Bengal gram, whole, dried, raw",শুকনা ছোলা,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0003,"Black gram, dehulled, dried, raw",মাষকলাই ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0006,"Green gram, whole, dried, raw",মুগকলাই,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0010,"Red gram, split, dried, raw",অড়হর ডাল (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0011,"Soybean, dried, raw",গাড়ী কলাই বা সয়াবিন,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0012,"Bengal gram, whole, boiled (without salt)",ছোলা (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0013,"Green gram, split, boiled (without salt)",মুগ ডাল (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0014,"Grass pea, split, boiled (without salt)",খেসারির ডাল (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0015,"Lentil, boiled (without salt)",মসুর ডাল (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
02_0016,"Pea, boiled (without salt)",মটর (রান্না করা),Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B001,Bengal gram dal,ছোলার ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B002,Bengal gram whole,ছোলা,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B003,Black gram dal,বিউলির ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B004,Black gram whole,মাষকলাই,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B006,Cowpea,বরবটি,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B009,Field bean,শিম,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B010,Green gram dal,সবুজ মুগ ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B012,Horse gram whole,কুলথি ডাল বা কুর্তি কলাই,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B013,Lentil dal,মসুর ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B014,Lentil whole brown,আস্ত মসুর ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B015,Lentil whole yellowish,মুগডাল বা ছোলার ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B016,Moth bean,বনমুগ ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B017,Peas dry,শুকনো মটর,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B018,Rajmah black,কালো কিডনি বিন,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B019,Rajmah brown,বাদামী বা সাদা রাজমা,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B020,Rajmah red,লাল কিডনি বিন,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B022,Red gram whole,অড়হর ডাল,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B023,Ricebean,রাম কলাই বা গাইমুং,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B024,Soya bean brown,বাদামী সয়াবিন বা খয়েরি সয়াবিন,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
B025,Soya bean white,সাদা সয়াবিন,Grain Legumes,"breakfast,lunch,dinner",main,Cereals and Millets|Green Leafy Vegetables|Other Vegetables|Spices and Condiments|Edible Oils and Fats|Roots and Tubers,0.95,Dal (lentil curry) is an everyday essential. Served with rice at lunch/dinner; used in breakfast items like dal-ruti.
04_0001,"Agathi, raw",বকফুলের শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0002,"Alligator weed, raw",মালঞ্চ শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0003,"Amaranth, leaves, spiney, raw",কাঁটা নটে শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0006,"Dock leaves, raw",চুকাই শাক বা চুকুর শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0007,Beet greens leaves,বিটের শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0008,"Bengal dayflower, leaves, raw",বট বা বথুয়া শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0009,"Bitter gourd leaves, green, raw",করলা শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0010,"Bottle gourd leaves, raw",লাউ শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0011,"Bugleweed, raw",সাবারাং,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0012,"Cassava, leaves, raw",শিম আলু শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0013,"Colocasia leaves, black, raw",কালো কচু শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0014,"Colocasia leaves, green, raw",সবুজ কচু শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0015,"Cowpea, leaves, raw",বরবটি পাতা,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0016,"Dima leaves, raw",গিমা শাক বা গিমে শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0017,"Drumstick, leaves, raw",সজিনা পাতা,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0018,"Fern, leaves, raw",ঢেঁকি শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0019,"Fenugreek, leaves, raw",মেথি শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0021,"Jute leaves, raw",পাট শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0022,"Pumpkin leaves, raw",মিষ্টি কুমড়ার শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0023,"Radish leaves, raw",মুলা শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
04_0026,"Sweet potato leaves, raw",মিষ্টি আলুর শাক,Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.88,Spinach (palang shak) — iron-rich green. Excellent paired with rice and small fish.
04_0027,"Sweet potato leaves, SP4, dark green, mature, raw",মিষ্টি আলুর শাক (SP4),Green Leafy Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Other Vegetables|Spices and Condiments|Edible Oils and Fats,0.9,Shak (leafy greens) are an essential side with rice. Iron-rich pairings with fish and dal boost nutrition.
